time taken in seconds: N = 700.
STL, Linked List, HEAP, 
0.0025675,0.00252293,0.00153069,
0.00163396,0.00177173,0.00154076,
0.00228786,0.00242375,0.0013614,
0.00185954,0.00181031,0.00126577,
0.0016103,0.001989,0.00149745,
0.00300757,0.00333012,0.00146697,
0.00183032,0.00191948,0.00123449,
0.00156479,0.0018439,0.00144271,
0.00205429,0.0022558,0.00150101,
0.00215212,0.00190237,0.00159092,
0.00168882,0.00438224,0.00254953,
0.00185362,0.00229723,0.0014277,
0.0015694,0.00175622,0.00125235,
0.00188666,0.00308735,0.00162659,
0.00185013,0.00322947,0.00136419,
0.0018328,0.00206294,0.00248938,
0.00317885,0.00254847,0.00149179,
0.00177103,0.00176644,0.00127524,
0.00156752,0.00234138,0.00185141,
0.00219139,0.00216694,0.00213736,
0.0018497,0.00235651,0.00143681,
0.00279985,0.005089,0.00156397,
0.00185755,0.00186107,0.00127183,
0.00162287,0.0022418,0.00198827,
0.00215929,0.00334189,0.00167958,
0.00171036,0.00231842,0.00145066,
0.00193268,0.00526077,0.00156882,
0.00188998,0.00189073,0.00129226,
0.00158591,0.00182885,0.00173336,
0.00237814,0.00347779,0.00188251,
0.00169698,0.00229638,0.00168455,
0.00213301,0.00348094,0.00220134,
0.00225917,0.00200566,0.00179344,
0.00158725,0.00230022,0.00164417,
0.00220881,0.003115,0.00178714,
0.00267615,0.00196331,0.00145686,
0.00164269,0.0031179,0.00234964,
0.00226021,0.00228809,0.00132632,
0.00158629,0.0017523,0.00128951,
0.00176756,0.00309294,0.00160898,
0.00230398,0.00305985,0.00135442,
0.00177894,0.00233149,0.00160514,
0.00220592,0.00248357,0.0018867,
0.00211904,0.0017657,0.0012605,
0.00158794,0.00260192,0.00190479,
0.00254876,0.00241687,0.00184372,
0.00209253,0.00252467,0.00134433,
0.00215762,0.00360839,0.00146105,
0.00216781,0.00219539,0.00131048,
0.00160313,0.00176165,0.00161128,
0.0021497,0.00362244,0.00153223,
0.00209502,0.00312158,0.00135058,
0.0018678,0.00300835,0.00227364,
0.00192917,0.00314929,0.001353,
0.00160695,0.0017756,0.00127481,
0.00163141,0.00362233,0.00219343,
0.00258771,0.0029727,0.0014748,
0.00180485,0.00309974,0.0015793,
0.00182152,0.00320765,0.00169002,
0.00158814,0.0017807,0.00124954,
0.00198817,0.00334731,0.00194216,
0.00205906,0.00320228,0.0013627,
0.00203281,0.00231483,0.00179247,
0.0030494,0.00463349,0.00134557,
0.00159376,0.0021428,0.00205572,
0.00228667,0.00320133,0.00187171,
0.0020742,0.00241151,0.00129859,
0.00161719,0.00181883,0.0017704,
0.00350385,0.00232077,0.00152023,
0.00188506,0.0021939,0.00144891,
0.00159544,0.00195376,0.00174639,
0.00245573,0.00207272,0.00147771,
0.00223011,0.00239627,0.00127771,
0.00162891,0.00568475,0.00152627,
0.00234049,0.00265744,0.00148243,
0.00193914,0.00199404,0.00174544,
0.00258248,0.00269684,0.00171478,
0.00196649,0.00236609,0.0014324,
0.00172038,0.00504102,0.00162852,
0.00233511,0.0023332,0.00154925,
0.00160181,0.00180993,0.00158912,
0.00238738,0.00260749,0.001473,
0.00207663,0.00234339,0.00153192,
0.00161476,0.00502106,0.00211109,
0.00222263,0.00237241,0.00148837,
0.00164328,0.00178084,0.00146526,
0.00211925,0.00318643,0.00144844,
0.00186623,0.0023908,0.00148473,
0.00161786,0.00180427,0.00255523,
0.0029675,0.00304354,0.0015852,
0.00181909,0.00188783,0.00126115,
0.00165457,0.00350135,0.00245738,
0.00180894,0.00248248,0.00152438,
0.00179033,0.00176342,0.00156124,
0.00388411,0.00329703,0.00155746,
0.00195489,0.00194268,0.00126112,
0.00158939,0.00194738,0.00213137,
0.00243638,0.00242538,0.0015491,
0.00190122,0.00198775,0.00126831,
0.00166738,0.00547119,0.00207381,
0.00187409,0.00235746,0.00131412,
0.00158049,0.00188666,0.00131278,
0.00243202,0.00280162,0.00153004,
0.00209205,0.00220948,0.00127115,
0.00156047,0.00506145,0.00234739,
0.00212071,0.00251776,0.00151285,
0.0015846,0.00174721,0.00132117,
0.00186541,0.00368631,0.00167332,
0.00191008,0.00223662,0.00139781,
0.00157462,0.00193835,0.00265907,
0.00294721,0.00308664,0.00168301,
0.00178416,0.00175731,0.00125849,
0.00161877,0.00341324,0.00179349,
0.00170992,0.00198833,0.00131726,
0.00158147,0.00174345,0.00127265,
0.00180014,0.00518609,0.00173839,
0.001834,0.00227349,0.0014336,
0.00160029,0.00179107,0.00141284,
0.0031265,0.00241943,0.0013322,
0.00185464,0.00219733,0.00141426,
0.00170656,0.00328936,0.00283888,
0.00217671,0.00227424,0.00144535,
0.00176893,0.00189829,0.00127648,
0.00170367,0.00399542,0.00194052,
0.00173842,0.002225,0.00158758,
0.00189082,0.00181047,0.00187473,
0.00332083,0.00299077,0.00151058,
0.00176749,0.002193,0.00132415,
0.00158879,0.00188101,0.00180815,
0.00197316,0.00191661,0.00152208,
0.00156978,0.00177023,0.00126466,
0.00157131,0.00177949,0.00173525,
0.00334371,0.00211974,0.00155849,
0.00181976,0.00215421,0.0013269,
0.00159323,0.00176379,0.00137194,
0.00194758,0.0035029,0.0013449,
0.00190279,0.00229489,0.00149163,
0.00212145,0.0048835,0.00287596,
0.00199496,0.00219462,0.0014003,
0.00156656,0.00183488,0.00161636,
0.00280941,0.00207124,0.00147594,
0.00174775,0.00175126,0.00135996,
0.00182282,0.00294339,0.00198073,
0.00176413,0.0030078,0.00149268,
0.00157103,0.0017834,0.00125626,
0.00170022,0.00284408,0.00217829,
0.00270724,0.00208717,0.00154481,
0.00178012,0.00212781,0.00138762,
0.00204618,0.00300026,0.00158821,
0.00216095,0.00194128,0.00128126,
0.00157856,0.00183637,0.00137528,
0.00210433,0.00356029,0.0018238,
0.00180382,0.00235784,0.00140157,
0.00175721,0.00226018,0.00226883,
0.00226868,0.00285857,0.00183198,
0.00160916,0.00179227,0.00130072,
0.00166663,0.00294606,0.00238314,
0.00260125,0.00230063,0.00137802,
0.00182327,0.00259715,0.00147304,
0.0020265,0.00224859,0.00155308,
0.00213761,0.00194142,0.00130323,
0.00159718,0.00177135,0.00142041,
0.00214744,0.00406049,0.0017131,
0.00184192,0.00248668,0.00134605,
0.00189071,0.00271335,0.00242361,
0.0017622,0.00336856,0.00150334,
0.00157447,0.00174321,0.00125508,
0.001658,0.00296717,0.00181584,
0.00234837,0.00283767,0.00184171,
0.00166826,0.00224629,0.00143405,
0.00253256,0.00229078,0.00157618,
0.00222644,0.00188548,0.00126172,
0.00158789,0.00178378,0.00137385,
0.00209484,0.00345648,0.00159691,
0.00177446,0.00282509,0.00138933,
0.00190239,0.00261114,0.00235836,
0.00178196,0.0029458,0.00145745,
0.00163145,0.00176252,0.00133109,
0.00184678,0.00314513,0.00242799,
0.00192916,0.00282366,0.00139404,
0.00197365,0.00180538,0.00130706,
0.00294499,0.00325423,0.00149447,
0.00178849,0.00207849,0.0014361,
0.00180741,0.00182967,0.00167864,
0.00312697,0.00203994,0.00139806,
0.00195953,0.00220941,0.00145981,
0.00159834,0.00417391,0.00249514,
0.00185561,0.0025055,0.00146435,
0.00176374,0.00195848,0.00128744,
0.00190403,0.00429911,0.00139174,
0.00179604,0.00222105,0.00145056,
0.00184011,0.00188999,0.00195762,
0.0025159,0.00208976,0.00158914,
0.00183327,0.00216542,0.00146439,
0.00160348,0.00187245,0.00225074,
0.0028614,0.00192798,0.00148544,
0.00188883,0.00227831,0.00149542,
0.0016794,0.00486638,0.00192907,
0.00181551,0.00211663,0.00137456,
0.00180689,0.0018842,0.00133064,
0.00203626,0.00334182,0.00134454,
0.00177945,0.00222862,0.00143795,
0.00177974,0.00176593,0.00230875,
0.00297285,0.00275897,0.00154893,
0.00180483,0.00216311,0.00132049,
0.00158434,0.00230279,0.00238642,
0.00243316,0.00203067,0.00146369,
0.00180295,0.00219917,0.0013185,
0.00186691,0.00486575,0.00184319,
0.00184814,0.0022315,0.00137927,
0.00160741,0.00181258,0.00130977,
0.00257443,0.00268522,0.00137826,
0.0018499,0.00226832,0.00139059,
0.00169073,0.00213578,0.00257051,
0.00293081,0.00259324,0.00154027,
0.00179434,0.00194346,0.00127105,
0.00161297,0.0028165,0.00206926,
0.00175763,0.00217216,0.0015401,
0.00184046,0.00208062,0.00129977,
0.00214767,0.00459578,0.00153544,
0.00185128,0.00223079,0.00144834,
0.00161442,0.00178995,0.00144102,
0.00224054,0.00316125,0.00131122,
0.00183873,0.00225775,0.00148055,
0.0022696,0.003492,0.00257989,
0.00325269,0.00241742,0.00151617,
0.00170998,0.00179797,0.00142285,
0.00206819,0.00257003,0.00138314,
0.00185744,0.00178468,0.00132408,
0.0015848,0.00219899,0.00221241,
0.00329281,0.00267715,0.001482,
0.00183354,0.00183352,0.00126221,
0.0015711,0.00254318,0.00163161,
0.00210741,0.00224109,0.00176484,
0.00174972,0.00233065,0.00139998,
0.0018743,0.0053504,0.00153941,
0.00176973,0.00198896,0.00126374,
0.0015742,0.001765,0.00159785,
0.00217887,0.00282795,0.00147975,
0.00205725,0.00242312,0.00137279,
0.00184378,0.00224985,0.00274325,
0.00311714,0.00222391,0.00144577,
0.00169642,0.00180521,0.0012738,
0.00163296,0.00283781,0.00173708,
0.00187291,0.0037621,0.00133898,
0.00179677,0.00204615,0.00153031,
0.00337426,0.003291,0.00149451,
0.0018148,0.00191003,0.00128559,
0.00158413,0.00176347,0.00132883,
0.00213079,0.00291946,0.00166556,
0.00213039,0.00204923,0.00147338,
0.00178608,0.00435204,0.00278579,
0.00222836,0.00214167,0.00132032,
0.00160689,0.00176332,0.00125963,
0.00168943,0.00404596,0.00184411,
0.00201069,0.00242553,0.00137833,
0.001777,0.00429974,0.0028633,
0.00191315,0.00235067,0.00146325,
0.00161957,0.00176637,0.00126779,
0.00167476,0.00340886,0.00239893,
0.0018366,0.00349921,0.00144498,
0.00188173,0.00294347,0.00191198,
0.00183499,0.0037353,0.00142394,
0.00158707,0.00175788,0.00127004,
0.00176671,0.00372922,0.00179891,
0.00221628,0.00338977,0.00148325,
0.00181372,0.00178952,0.00223908,
0.00347904,0.00263016,0.00147604,
0.00167451,0.00179045,0.00128656,
0.0015633,0.00249926,0.00204149,
0.00218352,0.00302709,0.00184734,
0.00183051,0.0022431,0.00142701,
0.00384317,0.00314729,0.00160598,
0.00198614,0.0018348,0.00126459,
0.00164837,0.00299172,0.00198212,
0.00282944,0.00359266,0.00137944,
0.00184751,0.00176834,0.00125876,
0.00291209,0.00317594,0.00198243,
0.0019029,0.00181084,0.00127342,
0.00175845,0.00222706,0.0017516,
0.00306839,0.00244393,0.00152849,
0.00223116,0.0023321,0.00129893,
0.00157362,0.00512625,0.00213229,
0.00207432,0.00206744,0.00158267,
0.00171854,0.00179921,0.00148663,
0.00295091,0.00241734,0.00154687,
0.0020192,0.00208665,0.00156934,
0.0016174,0.00403852,0.00247559,
0.00186793,0.00279881,0.00162972,
0.00180722,0.00178801,0.00128422,
0.001926,0.00389894,0.00156678,
0.00195141,0.00221994,0.00162039,
0.00160708,0.00192043,0.00210887,
0.00300994,0.00343205,0.00153892,
0.00174797,0.00202409,0.00133563,
0.00159771,0.00337593,0.00201218,
0.00175662,0.00256084,0.00148549,
0.00183603,0.00175877,0.00138232,
0.00315458,0.00291422,0.00186165,
0.00183562,0.00220044,0.00150552,
0.00159506,0.00185081,0.00131842,
0.00259199,0.00255265,0.00150312,
0.00185016,0.00221913,0.00144943,
0.00184074,0.0047972,0.00194244,
0.00192589,0.00237055,0.00166137,
0.00169488,0.00180524,0.00134646,
0.00198123,0.00381092,0.00136082,
0.00181708,0.00230447,0.00144436,
0.00169392,0.00178736,0.00202545,
0.00314674,0.00264393,0.00159119,
0.00186456,0.00203813,0.00129643,
0.00164754,0.00201503,0.00177628,
0.00242818,0.00215065,0.00164141,
0.00201148,0.00224747,0.0012678,
0.00157344,0.00543061,0.00256879,
0.00195609,0.00220382,0.00131123,
0.00156217,0.00191626,0.00159734,
0.00259822,0.00245823,0.00146788,
0.00194127,0.00225331,0.00146027,
0.00159028,0.00572038,0.00228118,
0.00197904,0.00236184,0.00148753,
0.00157918,0.00175476,0.00174541,
0.0022297,0.00262011,0.00142566,
0.00165639,0.00177357,0.00125469,
0.00156026,0.0017798,0.00143778,
0.00285231,0.0036454,0.00164681,
0.00184264,0.00194508,0.00126219,
0.00157555,0.00194688,0.00162955,
0.00251805,0.00199982,0.00150287,
0.00159701,0.001819,0.00125461,
0.00189392,0.00472298,0.00228059,
0.00186822,0.00225501,0.00135164,
0.00156854,0.00180346,0.00125661,
0.00181134,0.00315553,0.00162378,
0.00208094,0.00231559,0.00152492,
0.00205718,0.00211025,0.00184264,
0.00311324,0.00236019,0.00148848,
0.00174007,0.00183843,0.00127415,
0.00157372,0.00176729,0.00146489,
0.0022209,0.00280668,0.00147467,
0.00224997,0.00213294,0.00153079,
0.00187435,0.00417344,0.00244279,
0.00193879,0.00220005,0.00140313,
0.0015996,0.0017681,0.00126941,
0.00175395,0.00290994,0.00165136,
0.00177222,0.00342586,0.00135853,
0.00190435,0.00217656,0.00192197,
0.00347705,0.00256835,0.00154719,
0.00183288,0.00177658,0.00134011,
0.00157409,0.00185512,0.00154488,
0.00214301,0.00283452,0.00169026,
0.00204703,0.00245439,0.00140962,
0.00192074,0.00472573,0.00155174,
0.00186348,0.0021773,0.00128747,
0.00157015,0.00174653,0.0012559,
0.00204501,0.00459577,0.0015605,
0.00228675,0.0019531,0.00141192,
0.00200131,0.00604539,0.00160685,
0.00191986,0.00215628,0.00126498,
0.00157787,0.00190278,0.00132847,
0.00199849,0.00390984,0.0014887,
0.00200302,0.00302979,0.00141184,
0.00187151,0.00514456,0.00215613,
0.00192744,0.00215502,0.00130636,
0.00159472,0.00175881,0.00127264,
0.001735,0.00302018,0.00233509,
0.0018628,0.0032696,0.00144674,
0.00192159,0.00560288,0.00168843,
0.00201114,0.00201876,0.00129642,
0.00159402,0.00178998,0.0013722,
0.00208406,0.00269154,0.00170986,
0.00196666,0.00328811,0.00135944,
0.00184641,0.00181112,0.00197242,
0.00333334,0.00239818,0.00154537,
0.00175272,0.00184442,0.00142506,
0.00177441,0.00185388,0.00184722,
0.00222789,0.00216553,0.00152423,
0.00186771,0.00216343,0.00126718,
0.00155984,0.00476843,0.00213626,
0.00185243,0.00227692,0.00163269,
0.00183842,0.00178634,0.00128587,
0.00163447,0.00438213,0.00141673,
0.00185325,0.00222592,0.00146832,
0.00169402,0.00193107,0.00246503,
0.00258217,0.00240253,0.00183368,
0.00179789,0.00201673,0.00137611,
0.00162812,0.00186136,0.00192514,
0.00222232,0.00240367,0.00152407,
0.00182018,0.00217218,0.00128043,
0.00161832,0.00482491,0.00195719,
0.00196957,0.00216113,0.00143577,
0.00175676,0.00192199,0.00135202,
0.00204635,0.00267254,0.0019439,
0.00198807,0.00233958,0.0014047,
0.00158468,0.00188127,0.00188279,
0.00266812,0.00268487,0.00159657,
0.0018721,0.00220788,0.00138365,
0.00159877,0.0018722,0.00179415,
0.00218462,0.00302858,0.0015801,
0.00182711,0.00199395,0.00131199,
0.00165941,0.00475874,0.00157981,
0.00223634,0.0023081,0.00145849,
0.00171352,0.0017977,0.00130747,
0.00193975,0.00277713,0.0014404,
0.00174679,0.00175344,0.00125783,
0.00157392,0.00176543,0.00130503,
0.00270778,0.00394158,0.00146335,
0.0019063,0.00222481,0.00144292,
0.00163158,0.00179647,0.00173335,
0.00319986,0.00197346,0.00143495,
0.00188471,0.00224259,0.00144619,
0.00157233,0.00531355,0.00207092,
0.0018808,0.00220327,0.00145841,
0.00173912,0.00175413,0.0012953,
0.00216853,0.00355476,0.00141264,
0.00185662,0.00225099,0.00148879,
0.00174045,0.00183748,0.00260822,
0.00323412,0.0025622,0.00159329,
0.00187385,0.0018693,0.00131699,
0.00160707,0.00282148,0.00219882,
0.00169237,0.00266066,0.00157234,
0.00186111,0.00178179,0.00133821,
0.00275654,0.004353,0.00182398,
0.00186315,0.00242567,0.00127557,
0.00156151,0.00187187,0.00136822,
0.00208919,0.00246103,0.00160175,
0.00219399,0.00240338,0.00127626,
0.00187318,0.00525228,0.00206371,
0.00185242,0.00214879,0.00129867,
0.00157154,0.00174182,0.00133181,
0.00198594,0.00321541,0.00155514,
0.00227963,0.0020519,0.00155788,
0.00173328,0.00383411,0.00323365,
0.00256268,0.00217335,0.0013309,
0.00158276,0.00174365,0.00140037,
0.00171864,0.00398325,0.00185347,
0.00250786,0.00254748,0.0014973,
0.00175996,0.00467309,0.00242655,
0.00218659,0.00238268,0.00129565,
0.00156533,0.00175809,0.00125994,
0.00230292,0.00320441,0.00154433,
0.00218095,0.00244334,0.00152917,
0.00190869,0.00235617,0.00302429,
0.00274835,0.00236106,0.00144125,
0.00157345,0.0017787,0.00125344,
0.0016109,0.00246312,0.00257668,
0.00207789,0.00349927,0.00134747,
0.00186664,0.00219415,0.00191355,
0.00371371,0.00283006,0.00148125,
0.00169975,0.00176389,0.00125571,
0.00156486,0.00188265,0.0016715,
0.00268822,0.0032372,0.00174897,
0.00169156,0.00229185,0.0015763,
0.00243053,0.0044978,0.00160224,
0.00188493,0.00191274,0.00128109,
0.00158327,0.00175924,0.00131143,
0.00195735,0.00326893,0.00154101,
0.00226185,0.00208243,0.00141574,
0.00203741,0.00470659,0.00264044,
0.0020492,0.0022121,0.00129027,
0.00158427,0.00174427,0.00127116,
0.00168972,0.00298818,0.00168158,
0.00190258,0.00306674,0.00135871,
0.00192041,0.00216692,0.00244312,
0.00344028,0.00340146,0.00145929,
0.00164641,0.00176666,0.00125183,
0.00157449,0.00231353,0.00178203,
0.00249643,0.00250918,0.00161849,
0.00202201,0.00232934,0.00138739,
0.00371606,0.00415113,0.0024787,
0.00162173,0.00174361,0.0012616,
0.0016098,0.00262018,0.00269731,
0.00218633,0.00260749,0.00199215,
0.00176903,0.00221603,0.0028769,
0.00330283,0.00300803,0.00170295,
0.00174778,0.0019302,0.00131865,
0.00165966,0.00381208,0.00207687,
0.00302639,0.00296065,0.00167308,
0.00167047,0.00657739,0.00228394,
0.0022414,0.00199019,0.00136779,
0.00169077,0.00253067,0.00195587,
0.00256501,0.00448128,0.00158343,
0.00204264,0.00190559,0.00228685,
0.00352023,0.00340579,0.00174063,
0.001769,0.00186901,0.00152606,
0.00200067,0.00373352,0.00253505,
0.00263506,0.00257516,0.00141985,
0.00159942,0.0054926,0.00192214,
0.00216374,0.00246685,0.00159154,
0.00191477,0.00179186,0.00134105,
0.0022216,0.00301832,0.00174867,
0.00217688,0.0025087,0.00131504,
0.00160783,0.00561283,0.00189252,
0.00234476,0.00277906,0.00159777,
0.00169662,0.00188934,0.00139786,
0.00252598,0.00255318,0.00161784,
0.00201558,0.0025009,0.00131409,
0.00160698,0.00540841,0.00185215,
0.00223864,0.00244115,0.00155374,
0.00183559,0.00180987,0.00135641,
0.00224812,0.00299194,0.0015758,
0.00211092,0.00242303,0.00127855,
0.00160573,0.00510671,0.00235892,
0.00247306,0.00245146,0.00166298,
0.0017019,0.00181316,0.00136992,
0.00249734,0.0030403,0.00162821,
0.00190278,0.00240732,0.00132878,
0.00158397,0.00556112,0.00216359,
0.00198128,0.00233583,0.00146286,
0.00164639,0.00176447,0.00134727,
0.00195166,0.00325349,0.00134558,
0.00181804,0.00254357,0.00142541,
0.00167796,0.0017961,0.00222193,
0.00272692,0.00237605,0.00145448,
0.00184097,0.00211627,0.00147375,
0.00157011,0.00186494,0.00178481,
0.00239018,0.00207248,0.00147943,
0.00186355,0.00211144,0.00141436,
0.00157443,0.00528434,0.00221254,
0.00249786,0.00222714,0.00143075,
0.00161166,0.00177626,0.00132986,
0.00225211,0.00314163,0.00147474,
0.00189329,0.00222244,0.00153008,
0.00159757,0.00272403,0.00229277,
0.00265233,0.00254741,0.00157954,
